user_id,section_id,project_id,post_date,prompt,post_text,post_score,answer_date,answer_text,answer_score
20398,1,1,2019-02-12,How to manually create an Array of ember-data objects?,<p>I have the need to override the find on a specific object in my ember.js app. What I have below w,1,2019-02-12,"<p>You can return an array as follows:</p>

<pre><code>App.Foo = DS.Model.extend({
    name: DS.attr",2
29548,2,3,2019-02-02,Get all themes in solution,<p>How can I get all themes from <code>App_Themes</code> in my web project?</p> <p>I would like to g,1,2019-02-02,"<p>something like that will give you list of theme names :</p>

<pre><code>var path = Server.MaPPath",2
45637,1,3,2019-02-15,Is there a possible way to extract coordinates within a polygon in Google Earth?,<p>is there a way to extract coordinates inside a polygon in Google Earth. For example I have a proj,0,2019-02-15,<p>While you could use Google Earth to overlay polygons and a grid of coordinates and visually deter,1
13673,2,3,2019-02-27,Explaination of this code?,<p>I'm Studying the Quick-Union algorithm but can't exactly understand this code:</p> <pre><code> #i,-1,2019-02-27,<p>This is an inline implementation of the union-find data structure. The union-find data structure ,1
43269,2,2,2019-02-05,What browsers support the jquery promise stuff?,<p>What browsers support the jQuery promise stuff?</p> <p>I can't seem to find the info on the jQuer,-1,2019-02-05,"<p><a href=""http://api.jquery.com/category/deferred-object/"" rel=""noreferrer""><code>jQuery Deffered<",6
33273,3,2,2019-02-11,What is the plain Javascript equivalent of .each and $(this) when used together like in this example?,<p>What is the plain Javascript equivalent of <code>.each</code> and <code>$(this).find</code> when ,4,2019-02-11,"<p>This is how to do what you want in plain javascript:</p>

<p><a href=""http://jsfiddle.net/johnbok",2
36655,3,3,2019-02-15,Wix installer defaults to original Property value when another user logs in for the first time with app installed,<p>I have a Wix installer where I have a property defined (Product.wxs): </p> <pre><code>&lt;Propert,0,2019-02-16,<p>The short answer is that you're probably correct about the installer running again. It's a featur,0
6712,1,2,2019-02-05,Unauthorized request using devise authentication methods as API for resetting password,<p>I am working on a project that is divided in two apps : - one rails JSON API that is dealing with,0,2019-02-05,"<p>Your predecessor likely made a mess of things on the API side just for his convenience.</p>

<p>W",0
20390,1,1,2019-02-11,Delphi: causes of system error 1158 (no more system handles for current process),<p>After leaving an application idle for a long time it usually crashed when I clicked on a form.</p,4,2019-02-11,"<p>If you are running out of handles, it can only mean one thing: you are allocating them and not re",3
10923,1,1,2019-02-20,jQuery multi-dimensional array name selector,<p>Hi i'm trying to select a form input by name however my form is setup to post into a multi-dimens,1,2019-02-20,"<p>Try use <code>$('input[name=""address[permanent][street]""]')</code> or <code>$('input[name=""'+ ind",7
28487,2,3,2019-02-15,How do I configure a static HTML page for different environments?,<p>I'm using Nunjucks for HTML templating and gulp to compile the page. It's just a static one page ,1,2019-02-16,"<p>Since you are using Nunjucks, you can specify <a href=""https://mozilla.github.io/nunjucks/templat",0
34108,1,3,2019-02-02,Memory barrier on single core ARM,<p>There is a lot of information related to memory barriers. Most info refers to multicore or multi ,3,2019-02-02,"<blockquote>
  <p>Why would a context switch on a single core behave differently compared to 2 threa",6
38628,3,3,2019-02-02,Jar in the classpath,<p>Is there a programmatically way to get the complete list of all jar in the classpath ? </p> <p>I ,2,2019-02-02,"<blockquote>
  <p>Is there a programmatically way to get the complete list of all jar in
  the class",3
8875,2,2,2019-02-26,How do I customise the default 404 response for a URL not found error using Django Rest Framework?,<p>I want to know how to display an error page like this when there is a 404 error for a not-found r,2,2019-10-22,"<p>Django Rest Framework overrides Django Http404 in <a href=""https://github.com/tomchristie/django-",1
17261,1,2,2019-02-20,My LINQ Query is Returning only 1 result,<p>My LINQ Query is only returning the first result (Class). Here is the code that I am using:</p> <,3,2019-02-20,"<p>It isn't clear from your sample, but it appears you have <em>one</em> <code>Deck</code> element w",3
44087,1,2,2019-02-07,How add exceptions to automatic <script> tag linking in sails.js?,<p>I am building an application with Sails.js and using Paper.js library. Paper runs in it's own pap,0,2019-02-12,"<p>Out of the box no. BUT! You can always customize your build pipeline.</p>

<p>Put your <code>prot",1
26284,3,3,2019-02-08,How to select date from datetime Unix_timestamp column in mysql database using php?,<p>Mysql Column send_date datetime format given below</p> <pre><code>1423305800 1423305866 142330593,2,2019-02-08,"<p>How about this, format it before comparing</p>

<pre><code>$date_from_calendar = strtotime('2015-",1
18805,1,2,2019-02-17,Large Volume Data Searches,<p>I have been asked to look into developing a solution for logging for a large organisation. I was ,0,2019-06-23,"<p>The answer is not Relational DB's.</p>

<p>Look into <a href=""http://hadoop.apache.org/"" rel=""nof",1
14512,2,2,2019-02-24,Why is MySQL it outputting data from effectively two different queries?,<p>Gday All</p> <p>I am trying to get the details of the first ever transaction for a given customer,1,2019-02-24,"<p>Welcome to MySQL's ""hidden column"" in GROUP BY ""feature"" - it's <a href=""http://dev.mysql.com/doc",1
47969,3,3,2019-02-12,Detect stop with Ruby Daemons gem,<p>I'm using the ruby <a href= http://raa.ruby-lang.org/project/daemons/ rel= nofollow >daemon</a> g,4,2019-02-12,"<p>Looking at the daemon gem code, it doesn't look like it has an obvious extension point for this p",6
30098,1,1,2019-02-25,FFT is slower on Jetson TK1?,<p>I have written a CUDA program for Synthetic Aperture Radar Image processing. The significant port,-1,2019-02-25,"<p>My blind guess is that, though the TK1 has a more modern core, the memory bandwidth dedicatedly a",-1
19734,3,2,2019-02-13,jQuery Mobile: how to open url hash with parameter?,<p>I'm using <a href= http://jquerymobile.com/ rel= nofollow >jQuery Mobile 1.2.0</a> <br> </p> <p>I,0,2019-02-13,"<p>It's not supported officialy, but there are workarounds. In the <a href=""http://jquerymobile.com/",1
18090,2,2,2019-02-27,Converting a timestamp in miliseconds in Postgres,<p>I have a timestamp in miliseconds:</p> <pre><code>1420066991000 </code></pre> <p>That <a href= ht,2,2019-02-27,"<p><code>to_timestamp()</code> converts unix time, that is time in seconds. Since you have data in m",7
17144,3,2,2019-02-01,Android -> iOS zero conf network discovery with jmDNS broken,<p>I'm using jmDNS 3.4.1 to do network discovery between Android and iOS. Recently it has not worked,1,2019-02-04,<p>Switching to Android's native network discovery (NsdManager) this is no longer a problem. It seem,0
32144,2,1,2019-02-27,Custom name space JAXB XML,<p>I want to map following xml using custom name sapace. I checked <a href= http://stackoverflow.com,1,2019-02-27,"<p>Since it is only the root element that is namespace qualified, you just need to specify the names",1
11894,1,1,2019-02-20,Equivalent of ASP.NET HttpModules in PHP,<p>what is the equivalent of ASP.NET HttpModules in PHP? </p> <p>If there are any how can I include ,4,2019-02-20,"<p>Unfortunately PHP is more like ASP in the sense that the ""application"" is a loose concept, the fi",3
910,1,3,2019-02-14,Opencart seo url not working in information pages,<p>By following <a href= http://www.nixstudio.com/seo-friendly-url-opencart/ rel= nofollow >this lin,-1,2019-02-14,<p>are you sure you entered the SEO keyword for information pages from <code>Catalog &gt;&gt; inform,1
16809,3,3,2019-02-22,ListView Returns The Same Data,<p>I've made a mini chat in my application using Parse. The only problem I seem to run into is when ,-1,2019-02-22,"<p>Thanks for all of your help, but the problem was that the String post in TimelineListData.java wa",0
4786,1,3,2019-02-20,How do I access the members in a stdClass array of stdClasses?,<p>I am wondering how I can access a stdObect array of stdObjects. I have an array that looks someth,1,2019-02-20,"<p>According to your print_r info ,just try </p>

<pre><code>echo $persons-&gt;item[0]-&gt;name
</co",2
3570,2,3,2019-02-13,Restrict app installing in Tablets,<p>I have an Android application and I want to <strong>stop this app installing in Tablet</strong>. ,2,2019-04-16,"<p>We can install the android app in two ways.</p>

<ol>
<li>adb install command</li>
<li>From Googl",1
5501,2,2,2019-02-18,QMetaObject::invokeMethod does not take a non const argument,<p>I am doing a project with Qt where in invoke method runs on a seperate thread and called from mai,2,2019-02-28,"<p>basically the signature of QMetaobject::invokemethod is...</p>

<pre><code>bool    invokeMethod (",4
12600,3,2,2019-02-22,How to make simple FTP connection and download/upload file for iPad,<p>I am trying to make simple SFTP connection and would like to perform simple operations like downl,0,2019-02-22,"<p>I don't know if you're open to third-party libraries  or not, but I've used the FTP and SFTP comp",1
44489,1,2,2019-02-22,The HTTP verb POST used to access path .... is not allowed,<p>I have a aspx file and I would like to request to WebMethod in same page with Ajax. However I get,0,2019-02-23,<p>I have solved this problem. Actually I did not consciously but probleb was fixed. I did Windows U,0
1620,2,3,2019-02-21,4-Argument-Select-Question,<p>From SELECT_TUT:</p> <blockquote> <p> ... is used to efficiently monitor multiple file descriptor,1,2019-02-21,<p>Reading from a filehandle is a blocking operation. If you try to read from STDIN and there is no ,7
20524,1,1,2019-02-05,WinJS 3.0 Apps on LG and Samsung Smart TVs,<p>Today i've tried the WinJS 3.0 (Javascript Library from Microsoft) on my LG SmartTV with WebOS an,0,2019-02-06,<p>WinJS itself doesn't have any functionality particular to hardware devices. It's a general librar,0
1472,2,1,2019-02-18,Remove callback function from list?,<p>Okay I have a list of callbacks Callback is defined as follows:</p> <pre><code>typedef std::funct,0,2019-02-18,<p>You cannot compare <code>std::function</code> objects for equality. You will have to remove them ,2
8425,3,2,2019-02-05,How can i get the size of my char * variable without using a for loop?,<pre><code>char *foo(char *dest const char *src) { size_t i; for (i = 0; dest[i] != '\0'; i++); </co,-1,2019-02-05,<p>With null terminated strings you have to iterate over each character to work out the length.  Eve,6
14065,2,3,2019-02-01,How do I map a List to a SelectList in ASP.NET MVC using AutoMapper?,<p>I have a List of data that I want to bind to a SelectList in my ViewModel. </p> <p>How do I do th,5,2019-02-01,"<p>If we suppose that you have a model:</p>

<pre><code>public class FooModel
{
    public int Model",17
35967,3,3,2019-02-17,Telling TFS 2010 Build to use SDK 7.1,<p>I have installed TFS 2010 including Build Service on a Win Srv 2008 R2 machine and it works - alm,0,2019-02-18,"<p>I think that the real problem is integration of <a href=""http://geekswithblogs.net/rob/archive/20",1
11314,2,2,2019-02-14,How to declare a variable/param of type Control implementing interface ISomething ?,<p>I wish to declare a variable in such a way as it can be assigned only values which derive from Co,1,2019-02-14,"<p>One way to do this is with generics - i.e. a generic method:</p>

<pre><code>void Foo&lt;T&gt;(T ",10
42758,3,1,2019-02-18,C Setting pointer to a char* to a char*,<p>I have a function</p> <pre><code>setCharVal(char *s int value){ valueStruct* makeStruct = malloc(,-1,2019-02-18,"<pre><code>makeStruct-&gt;s = malloc(sizeof(s);
makeStruct-&gt;s = s;
</code></pre>

<p>causes a mem",0
28485,3,1,2019-02-01,Drawing a line between points in a file,<p>I need to draw lines between in java from a file that is formatted the following way:</p> <pre><c,0,2019-02-01,<p>Here is code that will help you how to read file and how to extract values from there. This is fi,1
29525,2,1,2019-02-01,Ytplayer in bootstrap responsive layout,<p>I have a gallery that loads videos into a ytplayer from <a href= http://ajax.googleapis.com/ajax/,2,2019-02-04,"<p>So I figured out a way.</p>

<p>If anyone is curious, I simply made separate video lists with sin",0
21025,3,1,2019-02-16,why can't I use partial struct initialization for a malloced struct in C,<p>Apperently in C99 you can simply initialize a statically allocated struct in this way</p> <pre><c,1,2019-02-16,"<p>There is a difference between struct initialization, and assignment.</p>

<p>When using heap memo",5
31678,3,3,2019-02-12,iFrame height ignored,<p>I am working with this page: <a href= http://icelandwithkids.com/2016/02/11/do-i-need-a-4wd-awd-4,0,2019-02-12,"<p>Because in your CSS you have:</p>

<pre><code>embed,iframe,object,video{
    height:auto !importa",0
39272,3,2,2019-02-10,Google Mini: Accessing cached crawled file contents?,<p>Right now I've got a Google Mini crawling a directory containing a bunch of documents in various ,0,2019-02-10,"<p>I think in the admin interface, under Status and Reports > Crawl diagnostics, you should be able ",1
6859,1,3,2019-02-27,Different memoization techniques in Ruby,<p>If you are a ruby programmer then you might have come across the hash block memoization pattern. ,2,2019-02-27,"<p>A benchmark in MRI 1.8.7 yields:</p>

<ul>
<li>Hash block: 0.44 seconds</li>
<li>Non hash block: ",5
34072,2,3,2019-02-05,Sorting Table with checkbox: content is not visible anymore,<p>This is the the HTML of a table and the JS code tha't i'm trying. Basically clicking a checkbox a,0,2019-02-05,<p>The issue happens if you have a checkbox selected and then you select another one without deselec,0
19917,1,2,2019-02-18,How to automatically load files on a website,<p>Hello guys</p> <p>I just got into web programming learned a bit on codecademy and i bought a doma,0,2019-02-18,<p>Name the file index.html instead of basic.html. Web server always looks for index file first.</p>,3
21177,3,1,2019-02-13,Manifest with twitter bootstrap stays cached even if page requires another manifest,<p>system: rails 4 ruby 1.9.3.</p> <p>I have multiple asset pipeline manifests for different layouts,0,2019-02-14,<p>The root of the problem was tubrolinks.js file inclusion in admin/application.js manifest. I gues,0
27356,1,3,2019-02-28,Grails GORM how to sort on hasMany where type is String,<p>I am wondering how to set a default sort order where the hasMany is of type String by example:</p,1,2019-02-28,"<p>This is a unidirectional association, so <a href=""http://jira.grails.org/browse/GRAILS-4089"" rel=",1
41444,1,1,2019-02-11,Testing an Edit view with MVCContrib Test Helper,<p>I am using ASP.NET MVC 3 MVCContrib NUnit and Rhino Mocks. I have posted this but could not get a,0,2019-02-11,"<p>You haven't shown none of your controller, repository, models. It's a question that is close to i",2
41572,1,2,2019-02-01,ASP.NET MVC3 Google Analytics integration,<p>I would like to graph/ or pull in data from Google analytics to my ASP.NET MVC 3 web app. is ther,1,2019-02-01,<p>There is the google analytic api that you can use to download analytics data in the form of googl,3
43452,1,1,2019-02-03,Python Creating Unwanted Folder in Directory,<p>Python is creating a folder in my directory every time I call this method. The method is in one o,1,2019-02-03,"<pre><code>def filepath(filename, foldername=None, envar='MYAPPDIR'):
  default = '~/myFolder'
  if ",3
1096,2,3,2019-02-26,No fields in schema - will not index - Sphinx,<p>I am using Sphinx I have successfully built indexes with simpler queries but when I added the <co,1,2019-02-26,"<p>An index NEEDS at least one field to function. That's non negotiable. </p>

<p>If you really dont",4
29515,2,2,2019-02-13,Parsing a binary file with multiple data types into an array,<p>I've created multiple binary files each containing 2 strings 2 chars 1 double and 1 int. The data,-1,2019-02-13,<p>The <code>BinaryFormatter</code> will not  handle that file format. Given the small size and stra,2
25795,2,3,2019-02-09,Replace local branch with remote branch entirely,<p>I have two branches:</p> <ol> <li>local branch (the one which I work with)</li> <li>remote branch,193,2019-02-09,"<ol>
<li>Make sure you've checked out the branch you're replacing (from Zoltán's <a href=""https://st",1167
9213,3,3,2019-02-28,Migrating Pro*COBOL and Pro*C to Java: Is JDBC the way to go?,<p>I am migrating <a href= http://en.wikipedia.org/wiki/Embedded_SQL#Oracle_Corporation rel= nofollo,1,2019-02-28,"<p>Yes.</p>

<p>There was (or is?) <a href=""http://en.wikipedia.org/wiki/SQLJ"" rel=""nofollow"">SQLJ</",2
4685,2,2,2019-02-03,Responsive Design - sidebar looks different on mobile device using wordpress,<p>the left sidebar on my site: <a href= http://traumbad-muenchen.de/unternehmensnews/ rel= nofollow,0,2019-02-03,"<p>In responsive.css at row 259</p>

<p>(<a href=""http://traumbad-muenchen.de/wp-content/themes/huem",0
12382,1,1,2019-02-26,Codeigniter put values from db in array and print them,<p>All I want is to get some place_ids from db put them in array and echo that array in view. Could ,1,2019-02-26,"<p>checking the $results is empty or not</p>

<pre><code>&lt;?php
$place_id = array();
if(!empty($re",1
30107,2,1,2019-02-18,Converting matlab-style indexing to numpy,<p>I would like to convert (a more complicated form of) the follwing Matlab code</p> <pre><code>a=ze,2,2019-02-18,"<p>To be honest, I'd probably just do</p>

<pre><code>&gt;&gt;&gt; a = zeros((9,9))
&gt;&gt;&gt; a[3",7
952,2,2,2019-02-15,How do I access data for all of my students?,<p>I'm making an app that authenticates a coach with KA's API in order to present statistics and rep,0,2019-02-16,<p>You can request <code>/api/v1/user/students</code> to get a list of the currently authenticated u,3
28450,3,2,2019-02-18,Teeter game using motion sensor,<p>I'm relatively new to SpriteKit and I'm looking to make a game similar to Teeter so I can develop,-1,2019-02-19,"<p>Sure you can use Core Motion:</p>

<pre><code>@import CoreMotion;
</code></pre>

<p>Here's an exa",3
408,3,3,2019-02-28,MASM x86 Access Violation While Running Loop,<p>I have an array of two-byte integers which I am populating with random 3 digit numbers using ESI ,2,2019-02-28,"<blockquote>
<pre><code>push    OFFSET list
mov     esi, [esp] ;GET ADDRESS OF FIRST ELEMENT INTO ES",1
27905,2,2,2019-02-13,sending data from activity to fragment,<p>I have a side menu when the side menu is pressed. It should take the <code>SharedPreferences</cod,-1,2019-02-13,"<p>In this particular case, you don't need to send data to the fragment because in a fragment you ca",0
24371,2,2,2019-02-09,FileStream in a try and catch how critical is it to close the reader?,<p>I want to make sure to close the reader after creating a reader when there is an exception. So I ,1,2019-02-09,"<p>The <a href=""https://msdn.microsoft.com/en-us/library/yh598w02.aspx"" rel=""nofollow"">Using Stateme",4
33530,2,2,2019-02-27,Loading jsGrid by calling Controller/WebService in MVC,<p>Am really struggling to load the jsGrid using Controller service. Am not able to do it correctly.,0,2019-02-27,"<p>You should use promises while loading data,</p>

<pre><code>loadData: function(filter) {

  retur",7
40574,2,2,2019-02-09,How to update bourbon neat files in my site,<p>I installed Neat prior to the most recent gem update to 1.7.1. Now I'd like to update the files i,0,2019-02-09,"<p>Instead of <code>neat install</code>, try <code>neat update</code>.</p>",2
12647,1,1,2019-02-19,CRC16 checksum calculation: which one is correct?,<p>Currently I'm working on <a href= http://modbus.org/docs/PI_MBUS_300.pdf rel= nofollow >Modbus pr,0,2019-02-19,"<ul>
<li>Modbus uses an initial value of 0xffff.</li>
<li>Your third example uses an initial value o",2
16000,2,1,2019-02-16,Add widget to Qsqlquerymodel,<p>I want to add a column of checkboxes to a Qsqlquerymodel. The checkboxes are not linked to the da,1,2019-03-10,"<p>I mangaed by subclassing QsqlQueryModel following <a href=""http://www.mail-archive.com/pyqt@river",1
19043,3,3,2019-02-07,#1062 - Duplicate entry for key 'PRIMARY',<p>i need to merge two databases with this</p> <pre><code>INSERT INTO DB1.TABLES SELECT * FROM DB2.T,1,2019-02-07,"<p>If you'd like to insert all but the duplicate rows, you can do so with the following SQL:</p>

<p",1
14950,3,3,2019-02-17,How to check if multiple html select have same value,<p>I have 5 select input in a form and for the validation i want to make sure they don't have the sa,-1,2019-02-17,"<ol>
<li>Create array of values;</li>
<li>Check array for duplicated values.</li>
</ol>

<p>For exam",1
24977,1,1,2019-02-12,C# immutability and public readonly fields,<p>I have read in many places that exposing fields publicly is not a good idea because if you later ,29,2019-02-12,"<p>It is an obvious omission from properties that you cannot write something like:</p>

<pre><code>p",11
36893,2,3,2019-02-27,Indent 2nd line of a paragraph to line up with first line?,<p>I am using <a href= http://fortawesome.github.io/Font-Awesome/ rel= nofollow >Font Awesome</a> to,0,2019-02-27,<p>Pad the entire paragraph to the right and then pull the fontawesome icon to the left to fill the ,5
36152,3,3,2019-02-22,JUnit 4 compare Collections,<p>How would you succinctly assert the equality of <code>collections</code> elements specifically a ,49,2019-02-22,"<p>You can assert that the two <code>Set</code>s are equal to one another, which invokes the <code>S",99
48171,1,2,2019-02-05,Dijkstra's Algorithm from Adjacency Matrix,<p>I have an adjacency matrix of a directed acyclic graph represented by a 2D array:</p> <pre><code>,2,2019-02-05,"<p><a href=""http://networkx.github.com/"">networkx</a> might fit your needs:</p>

<pre><code>import n",6
21565,2,2,2019-02-25,Clear input textarea on blur and default if field is blank,<p>I am trying to clear two input fields with classes assigned and one textarea with a class assigne,1,2019-02-25,"<p>First a quick note, the HTML <code>placeholder</code> attribute will do exactly what you describe",0
39351,2,2,2019-02-13,to implement series of Checkboxes using layout inflater,<pre><code>1.LinearLayout linear=(LinearLayout)findViewById(R.id.LinearLayout1); 2.LayoutInflater la,0,2019-02-13,"<p>Try that</p>

<pre><code>LinearLayout linear= new LinearLayout(this);

setContentView(linear);

L",0
2231,3,3,2019-02-15,SQL String functions,<p>This is an issue that I've put way too much time into. </p> <p>I'm passing in a string as</p> <pr,1,2019-02-16,<p>This single query will convert that string into a table result with columns [ItemNumber] and [Ite,2
39956,3,1,2019-02-01,AngularJS - how to have a directive with a dynamic sub-directive,<p>Really struggling with this - have tried every way I can think of. Hopefully somebody can help.</,8,2019-02-01,"<p>I have create a fiddle <a href=""http://jsfiddle.net/xpKwb/2/"">here</a>. </p>

<p>These are the di",14
25520,1,2,2019-02-12,Several Contact Modal Implementations,<p>I have been trying to implement 2 Seperate Contact Modals based off an original contact.js which ,1,2019-02-14,"<p>I was able to implement 2 Seperate Contact Modals based off the Plugin:</p>

<p><a href=""http://w",0
43645,1,1,2019-02-04,JS: loop through array of URL's and alert if any throw an error,<p>I have an associative array of URL's each with a unique identifier that i want to iterate through,0,2019-02-04,"<p>As described in <a href=""http://api.jquery.com/jQuery.ajax/"" rel=""nofollow"">the docs</a>, the fun",0
23331,3,3,2019-02-07,Conditional summarizing columns,<p>I have the following situation</p> <pre><code>ID Value 1 50 1 60 2 70 2 80 1 0 2 50 </code></pre>,1,2019-02-07,"<pre><code>select ID,
       sum(value)*sign(min(abs(value))) as [sum(value)]
from YourTable
group b",4
862,3,1,2019-02-21,WebLogic 12C centralized Log4J or Logback configuration,<p>I'd like configure a centralized logging into WebLogic 12C. According to the business requirement,3,2019-04-26,"<p>If you want to use SLF4J and Logback here are some instructions:</p>

<p>You have to bundle the S",4
11125,2,3,2019-02-23,strange behavior SSL acts when rewriting url,<p>I believe there is something weird when I have rewritten my urls. My website links are forced to ,0,2019-02-23,<p>SSL issues can be complex and depend on several different variables. The most likely case is that,1
1281,1,1,2019-02-22,stateParams in url of abstract state ui-router angularjs,<p>if i have an abstract state:</p> <pre><code>$stateProvider. state('drug' { abstract: true url: '/,2,2019-02-23,<p>You have already done the tricky part by exposing $stateParams.drugId as a resolve.  Now you just,3
301,3,3,2019-02-17,How can I make Syntastic load a different checker based on existance of files in root?,<p>At work we use a different syntax checker than I do when working on open source. Is there a way t,3,2019-02-18,"<p>Yes, you can do something like this:</p>

<pre><code>autocmd FileType javascript let b:syntastic_",15
26736,1,2,2019-02-16,How can I prevent EF7 from eagerly fixing up navigation properties?,<p>I have an issue using EF7 in a web application with which I could use some help. I'm currently us,0,2019-02-16,"<p>You can't avoid EF to load ContactType.Contacts collection, as it's not actually loading it but f",5
19100,2,3,2019-02-23,How to disable warning in CMake 3.1 about cygwin WIN32 not being defined?,<p>I have never used CMake before but I'm trying out an IDE (CLion) that doesn't support any other b,1,2019-03-02,"<p>According to Nils Gladitz (is he on SO?) on the CMake mailing list:</p>

<blockquote>
  <p>The co",4
24079,2,1,2019-02-03,Need to read values from 2 different web pages and put in the view of a third page using Javascript,<p>The third view html should fetch the data from 1st and 2nd html.Can anybody help me with it..Than,2,2019-02-03,"<p>Change third page to this</p>

<pre><code>View in third HTML should be:
    &lt;html&gt;
    &lt;",1
12971,3,1,2019-02-28,Code Promotion in Jenkins,<p>Is there a way in Jenkins to promote the code from Dev to Staging/Prod by writing a job automatic,0,2019-02-28,"<p>The <a href=""https://wiki.jenkins-ci.org/display/JENKINS/Promoted+Builds+Plugin"" rel=""nofollow"">P",2
42927,2,3,2019-02-04,ios UIView animation (onUpdate),<p><code>UIView animatWithDuration</code> has an optional param for <code>completion</code> but I ne,1,2019-02-04,"<p>Use CADisplayLink instead. Works just like an NSTimer, but fires exactly once every frame and wil",5
21920,2,2,2019-02-27,Devise: Unpermitted parameters,<p>I don't not why but the following code just stopped working (I didn't even noticed how it happene,1,2019-02-27,"<p>I think you should try  ""configure_permitted_parameters"" method  in application controller instea",12
11540,1,2,2019-02-09,Gearman addTaskBackground complete Callback doesnot fire,<p>I am trying to make some job in background and write result to file result from complete callback,2,2019-02-10,<p><code>CompleteCallback</code> will not be called on <strong>background</strong> task completion. ,4
25068,1,3,2019-02-28,GWT JUnit Testing,<p>I'm trying a very JUnit Testing for GWT put it is failing</p> <pre><code>public class CheckTest e,2,2019-02-28,<p>You need to extend the GWTTestCase base type in order to test code that depends on the GWT runtim,6
26977,3,2,2019-02-18,Share data uri image on facebook,<p>I have HTML canvas which i export into data uri image. Now i want to share this image as easy as ,0,2019-10-14,"<p>You can decode the DataURI to a share-able URL using this nifty service:</p>

<p><a href=""http://",2
25155,3,1,2019-02-14,What are Rust's exact auto-dereferencing rules?,<p>I'm learning/experimenting with Rust and in all the elegance that I find in this language there i,66,2019-02-16,"<p>Your pseudo-code is pretty much correct. For this example, suppose we had a method call <code>foo",121
33444,2,1,2019-02-04,What is an ias-web.xml deployment descriptor file?,<p>I came across a fairly old Java web application that made use of servlets and along side the web.,0,2019-02-04,"<p>Ias is an old App server. And like all app servers, there are default descriptors like web.xml an",2
16858,1,2,2019-02-18,Is there a tool for tracing SQLs executed on Oracle,<p>Is there a tool (that already comes with Oracle) for tracing SQLs that have been executed? In DB2,1,2019-02-18,"<blockquote>
  <p>There is a table I am looking that
  should be updated when the entry is
  changed",4
18997,1,1,2019-02-06,Bare minimum HTML5 - is it valid?,<p>I was reading up on D3 and one of the slides mentioned the <a href= http://bost.ocks.org/mike/d3/,-1,2019-02-06,"<p>The <a href=""http://www.w3.org/TR/html5"" rel=""nofollow"">HTML5 spec</a> describes what tags can be",4
46963,1,1,2019-02-27,If a property has no explicit return what is it returning?,<p>I have some code I inherited which has a lot of warnings that I would like to get removed. Many a,0,2019-02-27,"<p>You <strong>must</strong> have a return statement! (Even if VB allows you to leave it out, my fee",1
30823,3,2,2019-02-06,Using width 1170px with bootstrap.css (responsive),<p>I noticed on the twitter docs for <a href= http://twitter.github.com/bootstrap/scaffolding.html#g,13,2019-02-06,"<p>They are using a <code>@media</code> query for that, which is not included by default in the boot",20
43605,2,3,2019-02-19,How to specify default datatemplate as static resource in XAML,<p>I have a default template defined for one of my classes. It works correctly and is applied as I'd,2,2019-02-19,"<p>Give this a try: (Switch <code>StaticResource</code> to <code>DynamicResource</code>)</p>

<pre><",1
40349,1,2,2019-02-16,Python Tkinter Submenu Radio Buttons,<p>I am having issues with creating a menu that suits the needs of my application. I am creating an ,0,2019-02-20,<p>You cannot add <code>Checkbutton</code> or <code>Button</code> instances to a menu. You must use ,1
47910,3,1,2019-02-11,Comparing a buffer with a char does not work,<p>I'm making a function to print a whole line from a .txt file until the end of the line is reached,0,2019-02-11,<p>I don't understand why you are creating a array of 1 character from dynamic memory.  You should u,-1
18425,1,2,2019-02-16,Jpa no result if select from column with white spaces,<p>if key parameter contains white spaces(ex: cat and dog ) the query result is empty..Why?</p> <pre,0,2019-02-16,"<p>Are you getting any result executing below query in the database,</p>

<p>SELECT a FROM Articolo ",0
2231,1,2,2019-02-15,Erase an element in std::list using pointer not iterator,<p>As the title stated I'm using <code>std::list</code>. I have objects in <code>master.list</code>.,0,2019-02-16,<p>Why not store iterators in the priority queue instead of raw pointers?  Since you are using list ,3
4040,1,3,2019-02-26,Java vs. HTML5 for Android Navigation App with Google Maps,<p>I want to develop a navigation app like Find my Car or something. For the navigation and the map ,2,2019-02-26,"<p>Generally, I would not say that the answer is always Java. It actually depends on your needs, lik",3
33561,2,1,2019-02-10,scrolling down box with most recent feeds,<p>I've taken a look at these three websites:</p> <p><a href= http://www.foursquare.com rel= nofollo,3,2019-02-10,"<p>Its done with javascript, you can use jquery to make it easier on yourself. Heres a quick example",4
1133,1,2,2019-02-05,Knockout Validation Need the Element,<p>I want to pass an entire element into my validation. </p> <p>Element:</p> <pre><code>&lt;input id,0,2019-02-05,<p>I don't approve in passing element to knockout validations but if you would really like to do tha,1
19071,3,1,2019-02-21,Alternative to the switch Statement,<p>I do not want to use Switch in my code so I'm looking for some alternative</p> <p><strong>Example,15,2019-02-21,"<p>I have only a note about your second approach, you <a href=""http://andrewdupont.net/2006/05/18/ja",20
7172,2,3,2019-02-28,Are hash referral codes in URL necessary?,<p>Other sites' referral programs generate url's with hash codes to represent the referrer. When the,4,2019-02-28,"<p>I can see a few reasons:</p>

<ol>
<li>Obscure the user ID for privacy reasons</li>
<li>Adds an a",5
31574,1,3,2019-02-26,How to show menu items on mouse hover?,<p>I have a bottom navigation bar. I just want to show menu items on hover on each navigation button,-1,2019-02-26,"<p>Please try this,</p>

<pre><code>&lt;div class=""mainmenu""&gt;          
&lt;ul&gt;            
  ",1
